@relation 'discricoches-weka.filters.unsupervised.attribute.Remove-R7-11,15-17'

@attribute ﻿sexo {mujer,varón}
@attribute edad numeric
@attribute grupedad {'menor de 25',25-40,'más de 55',40-55}
@attribute naños numeric
@attribute tipovehiculo {Motocicleta,Turismo,'Monovolumen/ 4x4',Camioneta/Furgoneta}
@attribute antigvehiculo {1-4,'menos de 1',10+,5-10}
@attribute edadvehiculo numeric
@attribute antigcarnet numeric
@attribute kilometros numeric
@attribute siniUA {'con siniestros','sin siniestros'}

@data
varón,33,25-40,15,Motocicleta,'menos de 1',0.084046,15,6054,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.125942,15,7663,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.338301,14,10857,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.838276,15,17020,'sin siniestros'
varón,33,25-40,12,'Monovolumen/ 4x4',10+,14,15,216756,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.670038,15,11184,'sin siniestros'
varón,34,25-40,9,Camioneta/Furgoneta,5-10,6.115657,16,99842,'sin siniestros'
varón,37,25-40,16,'Monovolumen/ 4x4','menos de 1',0.234213,18,11114,'sin siniestros'
varón,38,25-40,13,Turismo,1-4,1.128814,20,14401,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.402881,21,8460,'sin siniestros'
mujer,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.42957,21,11876,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',1,21,19492,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,1.618025,21,27404,'sin siniestros'
varón,39,25-40,14,'Monovolumen/ 4x4',1-4,2.581225,21,41646,'sin siniestros'
varón,39,25-40,14,'Monovolumen/ 4x4',1-4,3.807402,21,60314,'sin siniestros'
varón,39,25-40,14,'Monovolumen/ 4x4',5-10,5.707436,20,89719,'sin siniestros'
mujer,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.394985,21,11458,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.290783,21,9368,'sin siniestros'
mujer,39,25-40,14,'Monovolumen/ 4x4',1-4,2.7344,21,48265,'sin siniestros'
mujer,40,40-55,15,Motocicleta,'menos de 1',0.82942,21,16274,'sin siniestros'
varón,42,40-55,14,'Monovolumen/ 4x4',1-4,3.841544,22,65812,'sin siniestros'
mujer,42,40-55,14,'Monovolumen/ 4x4',1-4,2.107191,24,34975,'sin siniestros'
varón,42,40-55,14,'Monovolumen/ 4x4',1-4,3.086636,22,45985,'sin siniestros'
varón,42,40-55,14,Turismo,1-4,1.381218,23,26034,'sin siniestros'
mujer,43,40-55,16,Motocicleta,10+,11,25,166706,'sin siniestros'
varón,43,40-55,16,Motocicleta,10+,12,25,185007,'sin siniestros'
mujer,43,40-55,16,Motocicleta,10+,12,23,189278,'sin siniestros'
varón,43,40-55,16,Motocicleta,10+,11,25,169619,'sin siniestros'
varón,43,40-55,17,Turismo,5-10,6.877735,23,106064,'sin siniestros'
mujer,44,40-55,18,Motocicleta,1-4,2.96761,24,46694,'sin siniestros'
mujer,44,40-55,18,Motocicleta,1-4,3.508721,25,56611,'sin siniestros'
mujer,44,40-55,18,Motocicleta,1-4,1.143738,26,23810,'sin siniestros'
mujer,44,40-55,9,Turismo,1-4,2.836536,26,41553,'sin siniestros'
mujer,44,40-55,18,Motocicleta,1-4,2.52309,26,41592,'sin siniestros'
varón,44,40-55,18,Motocicleta,1-4,2.933909,25,49545,'sin siniestros'
mujer,44,40-55,18,Motocicleta,1-4,3.178646,26,52518,'sin siniestros'
varón,44,40-55,18,Motocicleta,1-4,2.606508,26,41510,'sin siniestros'
varón,44,40-55,18,Motocicleta,1-4,1.975785,26,34401,'sin siniestros'
varón,44,40-55,18,Motocicleta,1-4,2.678066,25,47185,'sin siniestros'
varón,45,40-55,18,'Monovolumen/ 4x4',5-10,8.194164,24,128245,'sin siniestros'
varón,48,40-55,13,Motocicleta,1-4,1.301697,30,22631,'sin siniestros'
varón,48,40-55,11,Turismo,5-10,8.579576,29,133835,'sin siniestros'
mujer,49,40-55,14,'Monovolumen/ 4x4','menos de 1',1,30,15416,'sin siniestros'
mujer,49,40-55,11,Turismo,1-4,3.077956,30,50662,'sin siniestros'
mujer,50,40-55,18,Turismo,'menos de 1',0.206531,32,11861,'sin siniestros'
mujer,53,40-55,15,Motocicleta,10+,11,35,165050,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.228719,40,8267,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.280391,41,9791,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.383623,42,12552,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.110757,42,6411,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.582562,42,13620,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.276743,40,5940,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.384783,38,12877,'sin siniestros'
varón,33,25-40,15,Turismo,'menos de 1',0.141281,15,5053,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.165786,14,8160,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.228719,40,8267,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',0.402881,21,8460,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.441912,14,9426,'sin siniestros'
mujer,33,25-40,15,Turismo,'menos de 1',0.440442,15,13277,'sin siniestros'
mujer,33,25-40,15,Turismo,'menos de 1',0.668356,15,14909,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.808529,41,16912,'sin siniestros'
varón,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.565565,41,17245,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',1,14,18391,'sin siniestros'
varón,39,25-40,18,'Monovolumen/ 4x4','menos de 1',1,21,19492,'sin siniestros'
varón,34,25-40,6,'Monovolumen/ 4x4',1-4,1.676234,16,29800,'sin siniestros'
mujer,42,40-55,14,'Monovolumen/ 4x4',1-4,2.111378,24,34552,'sin siniestros'
mujer,44,40-55,18,Motocicleta,1-4,2.96761,24,46694,'sin siniestros'
varón,44,40-55,18,Turismo,1-4,2.678093,26,47509,'sin siniestros'
varón,28,25-40,6,'Monovolumen/ 4x4',1-4,3.29755,10,52106,'sin siniestros'
varón,27,25-40,12,Camioneta/Furgoneta,1-4,3.268312,8,59471,'sin siniestros'
mujer,32,25-40,18,Turismo,1-4,3.437393,14,60175,'sin siniestros'
mujer,32,25-40,8,Motocicleta,5-10,8.645481,13,133016,'sin siniestros'
mujer,27,25-40,5,Turismo,5-10,9.403502,9,147420,'sin siniestros'
varón,33,25-40,12,Turismo,10+,11,13,176359,'sin siniestros'
mujer,42,40-55,16,'Monovolumen/ 4x4',10+,13,24,200203,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',0.1718,14,11442,'sin siniestros'
varón,33,25-40,15,Motocicleta,'menos de 1',0.549159,15,13136,'sin siniestros'
mujer,60,'más de 55',12,'Monovolumen/ 4x4','menos de 1',0.582562,42,13620,'sin siniestros'
varón,49,40-55,11,Camioneta/Furgoneta,'menos de 1',0.845608,30,17528,'sin siniestros'
varón,50,40-55,14,'Monovolumen/ 4x4',1-4,1.176682,31,20775,'sin siniestros'
mujer,33,25-40,15,Motocicleta,'menos de 1',1,14,21762,'sin siniestros'
varón,43,40-55,16,Turismo,1-4,1.195451,25,23874,'sin siniestros'
mujer,24,'menor de 25',7,Turismo,'menos de 1',0.783706,4,18050,'sin siniestros'
mujer,18,'menor de 25',1,Motocicleta,1-4,1.947064,0,35135,'con siniestros'
mujer,18,'menor de 25',1,Motocicleta,1-4,1.947064,0,35135,'con siniestros'


